"","Project Number","Baseline Year","Cycle ID","Operation Name","Operation Type","Lending Instrument","Operation Number","Country Name","Objective","min.cycle","objectives","objectives_indicators","objectives_units","Means of Verification","Long.op.name","objectives_indicators_units","health_gind","malaria_gind","covid_gind","calidad_gind","acceso_gind","morbilidad_gind","eficiencia_gind","equidad_gind"
"273","NI-L1143",2015,26,"Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","Loan Operation","Investment Loan","4422/BL-NI, 4422/BL-NI-1, 4422/BL-NI-2","Nicaragua","The objective of the program is to improve the health and well-being of the population through the territorial management of health and its most significant determinants in priority areas, improving access and coverage to health services and health and quality, with a view to accelerating the reduction of maternal and infant morbidity and mortality and halting the progress of major chronic diseases.",26,"+Mortalidad por enfermedades crónicas no transmisibles reducida","Tasa estandarizada por edad de mortalidad por cáncer cérvico uterino Madriz","Por 100.000 mujeres 15 y más años","Evaluación final del programa","NI-L1143 - Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","+ Tasa estandarizada por edad de mortalidad por cáncer cérvico uterino Madriz - Por 100.000 mujeres 15 y más años",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"276","NI-L1143",2015,26,"Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","Loan Operation","Investment Loan","4422/BL-NI, 4422/BL-NI-1, 4422/BL-NI-2","Nicaragua","The objective of the program is to improve the health and well-being of the population through the territorial management of health and its most significant determinants in priority areas, improving access and coverage to health services and health and quality, with a view to accelerating the reduction of maternal and infant morbidity and mortality and halting the progress of major chronic diseases.",26,"+Mortalidad Materna e infantil reducidas","Razón de mortalidad materna Matagalpa","Muertes por 100.000 nacidos vivos","Evaluación final del programa","NI-L1143 - Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","+ Razón de mortalidad materna Matagalpa - Muertes por 100.000 nacidos vivos",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"277","NI-L1143",2015,26,"Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","Loan Operation","Investment Loan","4422/BL-NI, 4422/BL-NI-1, 4422/BL-NI-2","Nicaragua","The objective of the program is to improve the health and well-being of the population through the territorial management of health and its most significant determinants in priority areas, improving access and coverage to health services and health and quality, with a view to accelerating the reduction of maternal and infant morbidity and mortality and halting the progress of major chronic diseases.",26,"+Mortalidad Materna e infantil reducidas","Razón de mortalidad materna Nueva Segovia","Muertes por 100.000 nacidos vivos","Evaluación final del programa","NI-L1143 - Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","+ Razón de mortalidad materna Nueva Segovia - Muertes por 100.000 nacidos vivos",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"278","NI-L1143",2015,26,"Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","Loan Operation","Investment Loan","4422/BL-NI, 4422/BL-NI-1, 4422/BL-NI-2","Nicaragua","The objective of the program is to improve the health and well-being of the population through the territorial management of health and its most significant determinants in priority areas, improving access and coverage to health services and health and quality, with a view to accelerating the reduction of maternal and infant morbidity and mortality and halting the progress of major chronic diseases.",26,"+Mortalidad por enfermedades crónicas no transmisibles reducida","Tasa estandarizada por edad de mortalidad por cáncer cérvico uterino Jinotega","Por 100.000 mujeres 15 y más años","Evaluación final del programa","NI-L1143 - Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","+ Tasa estandarizada por edad de mortalidad por cáncer cérvico uterino Jinotega - Por 100.000 mujeres 15 y más años",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"280","NI-L1143",2015,26,"Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","Loan Operation","Investment Loan","4422/BL-NI, 4422/BL-NI-1, 4422/BL-NI-2","Nicaragua","The objective of the program is to improve the health and well-being of the population through the territorial management of health and its most significant determinants in priority areas, improving access and coverage to health services and health and quality, with a view to accelerating the reduction of maternal and infant morbidity and mortality and halting the progress of major chronic diseases.",26,"+Mortalidad Materna e infantil reducidas","Mortalidad en la niñez por neumonía Estelí","Muertes por 100.000 menores de 5 años","Evaluación final del programa","NI-L1143 - Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","+ Mortalidad en la niñez por neumonía Estelí - Muertes por 100.000 menores de 5 años",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"282","NI-L1143",2015,26,"Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","Loan Operation","Investment Loan","4422/BL-NI, 4422/BL-NI-1, 4422/BL-NI-2","Nicaragua","The objective of the program is to improve the health and well-being of the population through the territorial management of health and its most significant determinants in priority areas, improving access and coverage to health services and health and quality, with a view to accelerating the reduction of maternal and infant morbidity and mortality and halting the progress of major chronic diseases.",26,"+Mortalidad Materna e infantil reducidas","Mortalidad en la niñez por neumonía Nueva Segovia","Muertes por 100.000 menores de 5 años","Evaluación final del programa","NI-L1143 - Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","+ Mortalidad en la niñez por neumonía Nueva Segovia - Muertes por 100.000 menores de 5 años",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"283","NI-L1143",2015,26,"Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","Loan Operation","Investment Loan","4422/BL-NI, 4422/BL-NI-1, 4422/BL-NI-2","Nicaragua","The objective of the program is to improve the health and well-being of the population through the territorial management of health and its most significant determinants in priority areas, improving access and coverage to health services and health and quality, with a view to accelerating the reduction of maternal and infant morbidity and mortality and halting the progress of major chronic diseases.",26,"+Mortalidad Materna e infantil reducidas","Mortalidad en la niñez por neumonía Jinotega","Muertes por 100.000 menores de 5 años","Evaluación final del programa","NI-L1143 - Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","+ Mortalidad en la niñez por neumonía Jinotega - Muertes por 100.000 menores de 5 años",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"284","NI-L1143",2015,26,"Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","Loan Operation","Investment Loan","4422/BL-NI, 4422/BL-NI-1, 4422/BL-NI-2","Nicaragua","The objective of the program is to improve the health and well-being of the population through the territorial management of health and its most significant determinants in priority areas, improving access and coverage to health services and health and quality, with a view to accelerating the reduction of maternal and infant morbidity and mortality and halting the progress of major chronic diseases.",26,"+Mortalidad Materna e infantil reducidas","Mortalidad en la niñez por Enfermedad Diarreica Aguda (EDA) Matagalpa","Muertes por 100.000 menores de 5 años","Evaluación final del programa","NI-L1143 - Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","+ Mortalidad en la niñez por Enfermedad Diarreica Aguda (EDA) Matagalpa - Muertes por 100.000 menores de 5 años",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"296","NI-L1143",2015,26,"Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","Loan Operation","Investment Loan","4422/BL-NI, 4422/BL-NI-1, 4422/BL-NI-2","Nicaragua","The objective of the program is to improve the health and well-being of the population through the territorial management of health and its most significant determinants in priority areas, improving access and coverage to health services and health and quality, with a view to accelerating the reduction of maternal and infant morbidity and mortality and halting the progress of major chronic diseases.",26,"+Mortalidad por enfermedades crónicas no transmisibles reducida","Tasa estandarizada por edad de mortalidad por cáncer cérvico uterino Matagalpa","Por 100.000 mujeres 15 y más años","Evaluación final del programa","NI-L1143 - Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","+ Tasa estandarizada por edad de mortalidad por cáncer cérvico uterino Matagalpa - Por 100.000 mujeres 15 y más años",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"298","NI-L1143",2015,26,"Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","Loan Operation","Investment Loan","4422/BL-NI, 4422/BL-NI-1, 4422/BL-NI-2","Nicaragua","The objective of the program is to improve the health and well-being of the population through the territorial management of health and its most significant determinants in priority areas, improving access and coverage to health services and health and quality, with a view to accelerating the reduction of maternal and infant morbidity and mortality and halting the progress of major chronic diseases.",26,"+Mortalidad por enfermedades crónicas no transmisibles reducida","Tasa estandarizada por edad de mortalidad por cáncer cérvico uterino Estelí","Por 100.000 mujeres 15 y más años","Evaluación final del programa","NI-L1143 - Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","+ Tasa estandarizada por edad de mortalidad por cáncer cérvico uterino Estelí - Por 100.000 mujeres 15 y más años",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"302","NI-L1143",2015,26,"Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","Loan Operation","Investment Loan","4422/BL-NI, 4422/BL-NI-1, 4422/BL-NI-2","Nicaragua","The objective of the program is to improve the health and well-being of the population through the territorial management of health and its most significant determinants in priority areas, improving access and coverage to health services and health and quality, with a view to accelerating the reduction of maternal and infant morbidity and mortality and halting the progress of major chronic diseases.",26,"+Mortalidad Materna e infantil reducidas","Razón de mortalidad materna Madriz","Muertes por 100.000 nacidos vivos","Evaluación final del programa","NI-L1143 - Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","+ Razón de mortalidad materna Madriz - Muertes por 100.000 nacidos vivos",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"305","NI-L1143",2015,26,"Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","Loan Operation","Investment Loan","4422/BL-NI, 4422/BL-NI-1, 4422/BL-NI-2","Nicaragua","The objective of the program is to improve the health and well-being of the population through the territorial management of health and its most significant determinants in priority areas, improving access and coverage to health services and health and quality, with a view to accelerating the reduction of maternal and infant morbidity and mortality and halting the progress of major chronic diseases.",26,"+Mortalidad Materna e infantil reducidas","Razón de mortalidad materna Jinotega","Muertes por 100.000 nacidos vivos","Evaluación final del programa","NI-L1143 - Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","+ Razón de mortalidad materna Jinotega - Muertes por 100.000 nacidos vivos",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"306","NI-L1143",2015,26,"Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","Loan Operation","Investment Loan","4422/BL-NI, 4422/BL-NI-1, 4422/BL-NI-2","Nicaragua","The objective of the program is to improve the health and well-being of the population through the territorial management of health and its most significant determinants in priority areas, improving access and coverage to health services and health and quality, with a view to accelerating the reduction of maternal and infant morbidity and mortality and halting the progress of major chronic diseases.",26,"+Mortalidad por enfermedades crónicas no transmisibles reducida","Tasa estandarizada por edad de mortalidad por cáncer cérvico uterino Nueva Segovia","Por 100.000 mujeres 15 y más años","Evaluación final del programa","NI-L1143 - Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","+ Tasa estandarizada por edad de mortalidad por cáncer cérvico uterino Nueva Segovia - Por 100.000 mujeres 15 y más años",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"307","NI-L1143",2015,26,"Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","Loan Operation","Investment Loan","4422/BL-NI, 4422/BL-NI-1, 4422/BL-NI-2","Nicaragua","The objective of the program is to improve the health and well-being of the population through the territorial management of health and its most significant determinants in priority areas, improving access and coverage to health services and health and quality, with a view to accelerating the reduction of maternal and infant morbidity and mortality and halting the progress of major chronic diseases.",26,"+Mortalidad Materna e infantil reducidas","Mortalidad en la niñez por neumonía Madriz","Muertes por 100.000 menores de 5 años","Evaluación final del programa","NI-L1143 - Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","+ Mortalidad en la niñez por neumonía Madriz - Muertes por 100.000 menores de 5 años",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"309","NI-L1143",2017,26,"Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","Loan Operation","Investment Loan","4422/BL-NI, 4422/BL-NI-1, 4422/BL-NI-2","Nicaragua","The objective of the program is to improve the health and well-being of the population through the territorial management of health and its most significant determinants in priority areas, improving access and coverage to health services and health and quality, with a view to accelerating the reduction of maternal and infant morbidity and mortality and halting the progress of major chronic diseases.",26,"+Reducción de la prevalencia de malaria.","Número de casos","Número de casos","Evaluación final del programa","NI-L1143 - Programa Multisectorial de Atención a Determinantes de la Salud en el Corredor Seco","+ Número de casos - Número de casos",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"316","NI-L1161",2020,35,"Immediate Response of Public Health to Contain and Control Coronavirus and Mitigate its Effect on the Provision of the Service in Nicaragua","Loan Operation","Investment Loan","5088/BL-NI","Nicaragua","Help reduce COVID 19 morbidity and mortality and mitigate the other indirect health effects of the pandemic",35,"+Objetivo General : Contribuir a reducir la morbilidad y la mortalidad por COVID-19 y a mitigar los demás efectos indirectos de la pandemia sobre la salud de la población nicaragüense con énfasis en los más vulnerables.","Casos de COVID-19 confirmados.","Casos","DES-SINEVI","NI-L1161 - Immediate Response of Public Health to Contain and Control Coronavirus and Mitigate its Effect on the Provision of the Service in Nicaragua","+ Casos de COVID-19 confirmados. - Casos",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"317","NI-L1161",2020,35,"Immediate Response of Public Health to Contain and Control Coronavirus and Mitigate its Effect on the Provision of the Service in Nicaragua","Loan Operation","Investment Loan","5088/BL-NI","Nicaragua","Help reduce COVID 19 morbidity and mortality and mitigate the other indirect health effects of the pandemic",35,"+Objetivo General : Contribuir a reducir la morbilidad y la mortalidad por COVID-19 y a mitigar los demás efectos indirectos de la pandemia sobre la salud de la población nicaragüense con énfasis en los más vulnerables.","Número de muertes por COVID-19 registradas.","Muertes","Dirección de Estadísticas en Salud (DES) Constancia de defunción Sistema Nacional de Estadísticas Vitales (SINEVI)","NI-L1161 - Immediate Response of Public Health to Contain and Control Coronavirus and Mitigate its Effect on the Provision of the Service in Nicaragua","+ Número de muertes por COVID-19 registradas. - Muertes",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"318","PE-L1228",2017,29,"Program to Create Integrated Health Networks","Loan Operation","Investment Loan","4726/OC-PE","Peru","The objective of the program is to achieve adequate access for the population to timely,efficient, quality primary health services based on their needs. To this end, it proposes a reorganization of health service provider institutions (IPRESS) into integrated health networks to improve the effectiveness of the current care offering in metropolitan Lima and the priority regions of the country, and to enhance clinical support services in metropolitan Lima",29,"+Calidad de los servicios en el primer nivel de atención mejorada","Tasa de mortalidad por servicios de salud de baja calidad","Porcentaje","Centro Nacional de Epidemiologia,Prevención y Control de las Enfermedades (MINSA)","PE-L1228 - Program to Create Integrated Health Networks","+ Tasa de mortalidad por servicios de salud de baja calidad - Porcentaje",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"319","PE-L1228",2017,29,"Program to Create Integrated Health Networks","Loan Operation","Investment Loan","4726/OC-PE","Peru","The objective of the program is to achieve adequate access for the population to timely,efficient, quality primary health services based on their needs. To this end, it proposes a reorganization of health service provider institutions (IPRESS) into integrated health networks to improve the effectiveness of the current care offering in metropolitan Lima and the priority regions of the country, and to enhance clinical support services in metropolitan Lima",29,"+Calidad de los servicios en el primer nivel de atención mejorada","Porcentaje de hospitalizaciones por condiciones sensibles a la atención primaria–total","Porcentaje","Registros Administrativos SIS - MINSA","PE-L1228 - Program to Create Integrated Health Networks","+ Porcentaje de hospitalizaciones por condiciones sensibles a la atención primaria–total - Porcentaje",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"320","PN-L1115",2012,22,"Integrated Health Service Networks Strengthening Program","Loan Operation","Investment Loan","3615/OC-PN","Panama","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.",22,"+Contribuir a la reducción de la mortalidad infantil a través de una mayor cobertura y calidad de los servicios de salud","Tasa de mortalidad en <5 años en la comarca Ngabe Buglé","Muertes infantiles","Contraloría General de la República (CGR)","PN-L1115 - Integrated Health Service Networks Strengthening Program","+ Tasa de mortalidad en <5 años en la comarca Ngabe Buglé - Muertes infantiles",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"321","PN-L1115",2012,22,"Integrated Health Service Networks Strengthening Program","Loan Operation","Investment Loan","3615/OC-PN","Panama","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.",22,"+Contribuir a la reducción de la mortalidad materna a través de una mayor cobertura y calidad de los servicios de salud","Tasa de mortalidad materna en la comarca Ngabe Buglé","Muertes maternas","Contraloría General de la República (CGR)","PN-L1115 - Integrated Health Service Networks Strengthening Program","+ Tasa de mortalidad materna en la comarca Ngabe Buglé - Muertes maternas",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"322","PN-L1115",2012,22,"Integrated Health Service Networks Strengthening Program","Loan Operation","Investment Loan","3615/OC-PN","Panama","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.",22,"+Contribuir a la reducción de la mortalidad materna a través de una mayor cobertura y calidad de los servicios de salud","Razón de mortalidad materna en la comarca Ngabe Buglé","Muertes maternas","Contraloría General de la República (CGR)","PN-L1115 - Integrated Health Service Networks Strengthening Program","+ Razón de mortalidad materna en la comarca Ngabe Buglé - Muertes maternas",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"323","PN-L1115",2013,22,"Integrated Health Service Networks Strengthening Program","Loan Operation","Investment Loan","3615/OC-PN","Panama","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.",22,"+Contribuir a la reducción de la mortalidad materna a través de una mayor cobertura y calidad de los servicios de salud","Razón nacional de mortalidad materna","Muertes maternas","Estadísticas Vitales – Contraloría General de la República (CGR)","PN-L1115 - Integrated Health Service Networks Strengthening Program","+ Razón nacional de mortalidad materna - Muertes maternas",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"324","PN-L1115",2013,22,"Integrated Health Service Networks Strengthening Program","Loan Operation","Investment Loan","3615/OC-PN","Panama","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.",22,"+Contribuir a la reducción de las enfermedades no transmisibles a través de una mayor cobertura y calidad de los servicios de salud","Tasa nacional de mortalidad prematura (<70 años) por diabetes mellitus","Muertes prematuras","Estadísticas Vitales - Contraloría General de la República (CGR)","PN-L1115 - Integrated Health Service Networks Strengthening Program","+ Tasa nacional de mortalidad prematura (<70 años) por diabetes mellitus - Muertes prematuras",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"325","PN-L1115",2013,22,"Integrated Health Service Networks Strengthening Program","Loan Operation","Investment Loan","3615/OC-PN","Panama","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.",22,"+Contribuir a la reducción de la mortalidad infantil a través de una mayor cobertura y calidad de los servicios de salud","Tasa nacional de mortalidad en <5 años","Muertes infantiles","Contraloría General de la República (CGR)","PN-L1115 - Integrated Health Service Networks Strengthening Program","+ Tasa nacional de mortalidad en <5 años - Muertes infantiles",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"326","PN-L1115",2013,22,"Integrated Health Service Networks Strengthening Program","Loan Operation","Investment Loan","3615/OC-PN","Panama","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.",22,"+Contribuir a la reducción de la mortalidad materna a través de una mayor cobertura y calidad de los servicios de salud","Tasa nacional de mortalidad materna","Muertes maternas","Estadísticas Vitales ¿ Contraloría General de la República (CGR)","PN-L1115 - Integrated Health Service Networks Strengthening Program","+ Tasa nacional de mortalidad materna - Muertes maternas",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"327","PN-L1115",2014,22,"Integrated Health Service Networks Strengthening Program","Loan Operation","Investment Loan","3615/OC-PN","Panama","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.",22,"+Mejorar las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema","Prevalencia de sobrepeso y obesidad en mujeres embarazadas (medidos por índice de masa corporal) en la comarca Ngabe Buglé","%","Informes de Monitoreo Nutricional de Unidades Básicas de Atención (UBA)","PN-L1115 - Integrated Health Service Networks Strengthening Program","+ Prevalencia de sobrepeso y obesidad en mujeres embarazadas (medidos por índice de masa corporal) en la comarca Ngabe Buglé - %",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"328","PN-L1115",2014,22,"Integrated Health Service Networks Strengthening Program","Loan Operation","Investment Loan","3615/OC-PN","Panama","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.",22,"+Mejorar las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema","Prevalencia de sobrepeso y obesidad en mujeres embarazadas (medidos por índice de masa corporal) en la comarca Emberá Wounaan","%","Informes de Monitoreo Nutricional de Unidades Básicas de Atención (UBA)","PN-L1115 - Integrated Health Service Networks Strengthening Program","+ Prevalencia de sobrepeso y obesidad en mujeres embarazadas (medidos por índice de masa corporal) en la comarca Emberá Wounaan - %",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"329","PN-L1115",2014,22,"Integrated Health Service Networks Strengthening Program","Loan Operation","Investment Loan","3615/OC-PN","Panama","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.",22,"+Mejorar las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema","Prevalencia de sobrepeso y obesidad en mujeres embarazadas (índice de masa corporal) en la comarca Ngabe Buglé","%","Informes de Monitoreo Nutricional de Unidades Básicas de Atención (UBA)","PN-L1115 - Integrated Health Service Networks Strengthening Program","+ Prevalencia de sobrepeso y obesidad en mujeres embarazadas (índice de masa corporal) en la comarca Ngabe Buglé - %",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"330","PN-L1115",2014,22,"Integrated Health Service Networks Strengthening Program","Loan Operation","Investment Loan","3615/OC-PN","Panama","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.",22,"+Mejorar las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema","Prevalencia de sobrepeso y obesidad en mujeres embarazadas (medidos por índice de masa corporal) en la comarca Emberá Wouaan","%","Informes de Monitoreo Nutricional de Unidades Básicas de Atención (UBA)","PN-L1115 - Integrated Health Service Networks Strengthening Program","+ Prevalencia de sobrepeso y obesidad en mujeres embarazadas (medidos por índice de masa corporal) en la comarca Emberá Wouaan - %",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"331","PN-L1115",2014,22,"Integrated Health Service Networks Strengthening Program","Loan Operation","Investment Loan","3615/OC-PN","Panama","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.",22,"+Mejorar las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema","Prevalencia de sobrepeso y obesidad en mujeres embarazadas (índice de masa corporal) en la comarca Emberá Wouaan","%","Informes de Monitoreo Nutricional de Unidades Básicas de Atención (UBA)","PN-L1115 - Integrated Health Service Networks Strengthening Program","+ Prevalencia de sobrepeso y obesidad en mujeres embarazadas (índice de masa corporal) en la comarca Emberá Wouaan - %",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"332","PN-L1115",2015,22,"Integrated Health Service Networks Strengthening Program","Loan Operation","Investment Loan","3615/OC-PN","Panama","The objective is to improve the health and nutritional status of the population living in poverty and extreme poverty and to help reduce maternal and infant mortality and noncommunicable diseases through better coverage and quality of health care services.",22,"+Mejorar las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema","Prevalencia de desnutrición crónica en niños <5 años en las comarcas Guna Yala y Emberá Wounaan","%","Encuestas de la Iniciativa Salud Mesoamérica 2015","PN-L1115 - Integrated Health Service Networks Strengthening Program","+ Prevalencia de desnutrición crónica en niños <5 años en las comarcas Guna Yala y Emberá Wounaan - %",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"333","PR-L1167",2017,32,"Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","Loan Operation","Investment Loan","4872/OC-PR","Paraguay","The overall objective of the program is to help improve the health conditions of Paraguay's most vulnerable population by strengthening the Comprehensive, Integrated Health Services Networks (RIISS) based on primary care. The specific objectives are to: (i) expand and strengthen the care network, and (ii) boost the quality of priority lines of care, including mother and child health; essential obstetrics and neonatal care, particularly diabetes, hypertension, and cancer; and HIV/AIDS and tuberculosis.",32,"+Contribuir a la mejora de las condiciones de salud de la población más vulnerable de Paraguay, a través del fortalecimiento de las RIISS basadas en Atención Primaria de Salud (APS).","Tasa de mortalidad prematura por enfermedades cerebrovasculares – Mujeres","/100.000 hab","MSPyBS/Subsistema de Información de Estadísticas Vitales (SSIEV).","PR-L1167 - Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","+ Tasa de mortalidad prematura por enfermedades cerebrovasculares – Mujeres - /100.000 hab",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"334","PR-L1167",2017,32,"Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","Loan Operation","Investment Loan","4872/OC-PR","Paraguay","The overall objective of the program is to help improve the health conditions of Paraguay's most vulnerable population by strengthening the Comprehensive, Integrated Health Services Networks (RIISS) based on primary care. The specific objectives are to: (i) expand and strengthen the care network, and (ii) boost the quality of priority lines of care, including mother and child health; essential obstetrics and neonatal care, particularly diabetes, hypertension, and cancer; and HIV/AIDS and tuberculosis.",32,"+Contribuir a la mejora de las condiciones de salud de la población más vulnerable de Paraguay, a través del fortalecimiento de las RIISS basadas en Atención Primaria de Salud (APS).","Razón de mortalidad materna (RMM)","/100.000 nacidos vivos","MSPyBS/Subsistema de Información de Estadísticas Vitales (SSIEV). Indicadores Básicos de Salud (IBS)/Indicadores de Mortalidad (INDIMOR)","PR-L1167 - Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","+ Razón de mortalidad materna (RMM) - /100.000 nacidos vivos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
