Project Number,Baseline Year,Operation Name,Long.op.name,objectives,objectives_indicators,objectives_units,outcomes,outcomes_indicators,outcomes_units,outcomes_means,health,malaria,covid,acceso,morbilidad,eficiencia,equidad,calidad_name,calidad_g_objective,calidad_outcome,calidad_outcome_ind,not.a.loan
BL-L1034,,,,,,,+Expected Outcomes,"+Percentage of adult population (aged 18+) not formerly formally employed, receiving pension, or transfers from the Building Opportunities for Our Social Transformation (BOOST), that receive support from the Unemployment Relief program
+Percentage of individuals who were formerly formal workers and lost their job due to the COVID-19 pandemic, that receive support from the Unemployment Relief program.","+Percentage (%)
+Percentage (%)","+Project ex-post evaluation
+Project ex-post evaluation",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL-L1036,2020,Program to Support the Health Sector to Contain and Control Coronavirus and to Mitigate its Effect on Service Provision,BL-L1036 - Program to Support the Health Sector to Contain and Control Coronavirus and to Mitigate its Effect on Service Provision,+Contribute to the reduction of the morbidity and mortality caused by COVID-19 and to mitigate other indirect impacts of the pandemic,"Number of Deaths from Covid-19
Confirmed cases of COVID-19","Number
Number",+Supporting initiatives to break the chain of transmission of the illness,"+Percentage of health personnel who have been vaccinated against COVID-19
+Percentage of people in vulnerable groups (elderly and people with comorbidities) who have been vaccinated against COVID-19
+COVID-19 vaccine distribution plan developed
+Number of beneficiaries","+Percentage
+Percentage
+Plan
+# of beneficiaries","+BHIS or vaccination monitoring system
+BHIS or vaccination monitoring system
+Plan approved by the MoHW
+MOHW reports of BHIS",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BL-U0001,2020,,BL-U0001 - NA,+Contribute to the reduction of the morbidity and mortality caused by COVID-19 and to mitigate indirect impacts of the pandemic.,"Number of Deaths from Covid-19
Confirmed cases of COVID-19","Number
Number",+Supporting initiatives to break the chain of transmission of the illness,"+Percentage of health personnel who have been vaccinated against COVID-19
+Percentage of people in vulnerable groups (elderly and chronic disease patients) who have been vaccinated against COVID-19
+COVID-19 vaccine distribution plan developed
+Number of beneficiaries","+Percentage
+Percentage
+Plan
+# of beneficiaries","+BHIS or vaccination monitoring system
+BHIS or vaccination monitoring system
+Plan approved by the MoHW
+MOHW reports of BHIS",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
BO-L1067,2008,Strengthening of Integrated Health Networks in the Department of Potosi,BO-L1067 - Strengthening of Integrated Health Networks in the Department of Potosi,+Mortalidad materno infantil en el Departamento de Potosi reducida,"Tasa de Mortalidad neonatal
Razon de Mortalidad materna en el Departamento de Potosi
Tasa de mortalidad infantil por 1000 NV","por 1000 NV
Razon
por 1000 NV",+Acceso a servicios de salud de calidad en el Departamento de Potosi mejorado,"+Cobertura de Parto Institucional
+Mujeres con complicación obstétrica atendidas en Hospital
+Disponibilidad de mantenimiento de equipos médicos y no médicos por nivel de establecimientos de salud
+Establecimientos de Salud que cumplan con las normas de caracterización del Ministerio de Salud y Deportes en cuanto a infraestructura, equipo y Recursos Humanos
+Recursos Humanos con capacitación CONE por tipo de establecimiento de salud
+Personas Atendidas por un paquete básico de servicios de salud, que incluye parto institucional (madre y niño)","+Porcentaje
+Porcentaje
+Porcentaje
+Número
+Personas
+# of beneficiaries","+SNIS Departamental (Potosí)
+Registros hospitalarios
+Informes específicos del proyecto.
+Informes de Servicio Departamental de Salud, al final del proyecto se puede verificar con el Estudio de Brechas
+Informe específico del proyecto.
+Registro del Bono Juana Azurduy",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BO-L1078,2011,Improved access to health services in Bolivia,BO-L1078 - Improved access to health services in Bolivia,+Reducción de la mortalidad materno - infantil en las redes de atención en salud en los Departamentos de La Paz y Potosí,"Mortalidad Neonatal temprana por cada 1,000 Nacidos Vivos en el Departamento de Potosí
Mortalidad Infanti por cada 1,000 Nacidos Vivos en el Departamento de Potosí
Mortalidad Neonatal temprana por cada 1,000 Nacidos Vivos en el Departamento de La Paz
Mortalidad Infantil por cada 1,000 Nacidos Vivos en el Departamento de La Paz","Tasa por 1,000 NV
Tasa por 1,000 NV
Tasa por 1,000 NV
Tasa por 1,000 NV","+Acceso/utilización de servicos hospitalarios incrementado
+Estándar nacional de eficiencia de producción de servicios (egresos) cumplido
+Redes de atención de salud fortalecidas a través de la implementación de norma de referencia y retorno","+Egresos hospitalarios, por sexo (masculino) en el municipio de El Alto
+Egresos hospitalarios, por sexo (femenino) en el municipio de El Alto
+Egresos hospitalarios, por sexo (masculino) en los municipios de Potosí
+Egresos hospitalarios, por sexo (femenino) en los municipios de Potosí
+Egresos por cama del municipio de El Alto
+Egresos por cama del municipio de Potosí
+Porcentaje de ocupación de camas del Hospital El Alto Norte
+Porcentaje de ocupación de camas del Nuevo Hospital, Potosí
+Porcentaje de pacientes referidos atendidos en el Hospital El Alto Norte","+# of beneficiaries
+# of beneficiaries
+# of beneficiaries
+# of beneficiaries
+Egresos
+Egresos
+Porcentaje
+Porcentaje
+Porcentaje","+SNIS y registros administrativos de hospitales
+SNIS y registros administrativos de hospitales
+SNIS y registros administrativos de hospitales
+SNIS y registros administrativos de hospitales
+Sistema de Información en Salud - SNIS
+Sistema de Información en Salud - SNIS
+Estadísticas del hospital
+Estadísticas del hospital
+Estadísticas del hospital",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BO-L1082,2013,Improved Access to Health Services El Alto Bolivia,BO-L1082 - Improved Access to Health Services El Alto Bolivia,+Reducción de la mortalidad: i) neonatal; ii) materna; y ii) por cáncer cervico-uterino en El Alto,"1.2 Mortalidad materna hospitalaria por 100.000 NV en el municipio El Alto
1.1 Mortalidad neonatal precoz hospitalaria por 1.000 NV* (<7 días) en el municipio El Alto
1.3Mortalidad por CaCU (Cáncer Cérvico - Uterino) por 100.000 mujeres entre 30 y 49 años de edad en el departamento de La Paz","0/000
0/00
0/000","+Utilización de los servicios hospitalarios en el Municipio de El Alto incrementada
+Capacidad de resolución en atención de salud materno-infantil y CaCU (Cáncer Cérvico - Uterino) en el Municipio de El Alto mejorada","+Porcentaje de emergencias derivadas a La Paz

sobre el total de emergencias generadas

en el Municipio El Alto
+Porcentaje de partos institucionales en

relación al número de partos esperados

el Municipio de El Alto
+Personas que se benefician de un

paquete básico de servicios de salud.

(total de mujeres tamizadas bajo el

Programa)
+Porcentaje de mujeres entre 30 y 49 años

tamizadas con IVAA que obtengan

resultado positivo (sobre el total de

mujeres tamizadas)
+Porcentaje de mujeres tamizadas con IVAA

positivo que completan el tratamiento (crioterapia)

según protocolo en una semana","+%
+%
+# of beneficiaries
+%
+%","+Registros del hospital de clínicas y hospitales de El Alto (Korea, Los Andes y Boliviano Holandes) a través de un registro sistematizado que sera diseñado en la implementación del proyecto
+Reporte SNIS Departamental
+Reporte de los EESS intervenidos que atienden con IVAA
+Reporte de los EESS intervenidos que atienden con IVAA. El programa municipal de CaCU prevé un registro especifico similar al actual registro de PAP
+Reporte de los EESS intervenidos que atienden con IVAA. El programa municipal de CaCU prevé un registro especifico similar al actual registro de PAP.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BO-L1198,2011,Program to improve accessibility to maternal and Neonatal health services in Bolivia,BO-L1198 - Program to improve accessibility to maternal and Neonatal health services in Bolivia,+Morbi-mortalidad materna y neonatal reducida,"1. Razón de mortalidad materna en el país
2. Tasa de mortalidad neonatal en el país","Razón
tasa","+3. Capacidad de gestión y eficiencia de las redes y establecimientos de salud, incrementadas
+2. Capacidad resolutiva de la red de servicios de salud, incrementada
+1. Calidad y Accesibilidad de los cuidados obstétricos, neonatales y de la Planificación Familiar, incrementada","+Estancia media en los hospitales de 2do nivel intervenidos
+Egresos por cama
+Ocupación de camas
+Unidad Ponderada de Asistencia (UPA) producidas por personal asistencial en hospitales de 2do nivel intervenidos
+Costo de la UPA en hospitales de 2do nivel intervenidos
+Tasa de mortalidad neonatal hospitalaria temprana en el municipio de El Alto (la tasa es por 1,000 NV)
+Referencias hospitalarias recibidas AJO (Adecuada – Justificada – Oportuna, promedio)
+Partos atendidos en establecimientos de salud
+Partos atendidos en hospital/centro integral de salud
+Mujeres embarazadas que reciben atención prenatal antes de la semana 20
+Mujeres que reciben al menos 4 controles obstétricos
+Recién nacidos que reciben atención posnatal antes de las 48 horas
+Mujeres en edad fértil que utilizan métodos modernos de Planificación Familiar (PF)
+Embarazadas desnutridas
+Prevalencia de bajo peso a nacer
+Frecuentación hospitalaria (internamiento) (desagregado entre hombres y mujeres)
+Frecuentación hospitalaria (consultas) (desagregado entre hombres y mujeres)
+Egresos hospitalarios (beneficiarios que reciben servicios de salud).","+Días
+Número
+%
+Número
+Bs/UPA
+Tasa
+%
+%
+%
+%
+%
+%
+%
+%
+Tasa
+Tasa
+Tasa
+Personas","+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+SIRECO
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BO-L1216,2020,,BO-L1216 - NA,+Contribuir a asegurar niveles mínimos de calidad de vida de las personas vulnerables frente a la crisis causada por el COVID-19.,"Casos COVID-19 confirmados.
Nivel de ingreso de familias vulnerables (tres quintiles más bajos) respecto a nivel de ingreso de familias no vulnerables (dos quintiles más altos) 12 meses después de inicio de la crisis.
Cobertura de Renta Dignidad entre las personas indígenas mayores de 60 años que no reciben pensión contributiva.","#
%
%","+El objetivo específico es apoyar niveles mínimos de ingreso de personas afectadas por el coronavirus, en el periodo inmediato y durante la recuperación.","+Familias con consumo inferior a BOB 120/mes que reciben apoyos como créditos en su cuenta de electricidad asociados a COVID-19.
+Beneficiarios de Renta Dignidad (RD) que reciben transferencias extraordinarias (Canasta Familiar) como parte de la estrategia para enfrentar los impactos de COVID-19.
+Beneficiarios de Renta Dignidad que reciben transferencias regulares durante el periodo inmediato y durante la recuperación de la crisis causada por

el coronavirus.","+%
+%
+%","+Registros de la Autoridad de Electricidad y Tecnología Nuclear (AETN)
+Registro de transferencias extraordinarias pagadas a la población objetivo y registros del padrón de Renta Dignidad
+Registro de transferencias extraordinarias pagadas a la población objetivo y registros del padrón de Renta Dignidad",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
BR-L1372,2016,,BR-L1372 - NA,+Condicao de vida das familias mediante acoes do Governo melhoradas,"Famílias com 24 meses ou mais no programa com acesso e uso de serviços em educação, saúde e documentação civil básica, melhorados
Familias com indice melhorado de habilitação psicosocial
Famílias no programa com 24 meses ou mais de acompanhamento, que estão desenvolvendo iniciativas de habilitação social por conta própria","%
%
%","+Resultado Final 1: Autonomia das Familias vulneraveis melhorado
+Resultado Final 2: Bairros integralmente melhorados
+Resultado Final 3: Capacidade institucional fortalecida","+Familias que após dois anos de acompanhamento, possuem 60% das ações do plano de ação cumpridas
+Mulheres e homens participantes dos empreendimentos financiados pelo programa que melhoram sua renda
+Crianças entre 06 e 14 anos, que estavam fora da escola, foram incorporados e permaneceram na escola após dois anos de acompanhamento
+Familias atendidas pelo subcomponente 2.1 que habitam em casas de materiais e pisos permanentes
+Familias atendidas pelo subcomponente 2.1 com acesso a agua potavel no domicilio
+Participantes da capacitacao sobre a metodologia do programa e que obtiveram pelo menos 60% da prova de conhecimento","+%
+%
+%
+%
+%
+%","+Sistema de informaçao do Programa
+Sistema de informaçao do Programa
+Sistema de informaçao do Programa
+Relatorio semestral do Programa
+Relatorio semestral do Programa
+Testes de conhecimento",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BR-L1376,2014,Strengthening health management in the State of São Paulo,BR-L1376 - Strengthening health management in the State of São Paulo,+Condições de Saúde da População do Estado de São Paulo melhoradas,"Mortes prematuras por acidentes cardiovasculalres
Taxa de internações sensíveis à atenção básica
Mortes prematuras por diabetes mellitus
Mortalidade por enfermidades crônicas não transmissiveis por 100.000 habitantes","percentual
percentual
percentual
por 100.000 hab",+Serviços de Saúde seguindo o modelo de redes estruturados,"+Índice sobre produção em Unidades Basicas de Saúde (consultas e outros servicos de saúde no municipios priorizados)
+Índice de consultas em CAP's nos municipios priorizados
+Índice de Eficiencia em Regulação de CRG's
+Eventos eletivos incorporados nas CRG's
+Beneficiários que recebem serviços de saúde","+Percentual
+Percentual
+Percentual
+Percentual
+# of beneficiaries","+Valor indice 2012=100, fonte DATASUS
+Valor indice 2012=100, fonte DATASUS
+valor a ser definido na missao de arranque
+dado a ser verificado na missao de arranque nas DRS
+DATASUS",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BR-L1389,2015,Strengthening the Unified Health System in Salvador,BR-L1389 - Strengthening the Unified Health System in Salvador,+Condições de Saúde da População do Estado da Bahia melhoradas,"Taxa de mortalidade prematura por Diabetes Mellitus
Proporção de hospitalizações por condições sensíveis a atenção básica","100.00 habitantes
percentual","+Melhorar a oferta e a qualidade dos serviços de saúde reduzindo os déficits na atenção primária e consolidando a APS como porta de entrada coordenada e organizadora da atenção.
+Melhorar a gestão do SUS na RMS, a fim de fortalecer o rol estratégico da SESAB e através do desenvolvimento de um modelo de atenção integrada em rede.","+População cadastrada no PSF (Programa Saúde da Família)
+Cobertura estimada do PSF na RMS
+Mulheres adultos (maiores ou igual a 18 anos) que praticam volume recomendado de atividades físicas no seu tempo livre em Salvador
+Média de permanência de pacientes internados em hospitais estrategicos da RMS
+Número de pessoas que recebem serviços de saúde
+Razão de mulheres (na faixa etária de 25-64 anos) com exames citopatológicos realizados anualmente
+Redução do tempo de espera para atendimento de pacientes na emergência do Hospital Geral.","+Percentual
+Percentual
+Percentual
+dias
+# of beneficiaries
+pruebas por mulher
+min","+DATASUS
+DATASUS
+VIGITEL
+DATASUS
+DATASUS
+SESAB/ SUVISA/ DIS – SIASUS, IBGE
+NA",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
BR-L1406,2010,,BR-L1406 - NA,"+Redução de iniquidade e melhora de serviços públicos, mediante o apoio para o alcance de metas de cobertura escolar.",Índice de Vulnerabilidad Social (IVS) de Ceará,Percentage,"+Servicios sociales por medio de los planes participativos municipales expandidos.
+Protección social especial fortalecida
+Inserción productiva y promoción del empleo apoyada","+IDCRAS médio dos CRAS construidos e equipados
+Média de número de beneficiarios do Sistema Único de Assistencia Social (SUAS) atendidos pelos novos Centros de Referencia de Assistencia Social (CRAS)
+Cobertura de crianças matriculadas no novos Centros de Educação Infantil (CEI)
+Média de jovens que completam atividades esportivas estruturadas nos equipamentos esportivos
+Jovens internos nos novos centros socio-educativos que completam atividades de capacitação profissional
+Adolescentes / jovens internos dos novos centro-educativos que contam com Planos Individuais de Atenção elaborados com a participação das familias
+Taxa média de reincidencia de adolescentes/ jovens internos nos dois novos centros socio-educativos
+Vagas de emprego formal captadas por ano nas Agências do Trabalhador (Aldeota, Horizonte, São Gonçalo do Amarante e Sobral) pelo Sistema Nacional de Emprego no Ceará
+Número de serviços autônomos executados pelo número de pedidos de solicitação de serviços de trabalhadores autônomos
+Taxa de aproveitamento das vagas de emprego formal (número de trabalhadores colocados pelo número de vagas captadas)","+Percentual
+# of beneficiaries
+Percentual
+Pessoas
+Percentual
+Percentual
+Percentual
+Vagas
+Percentual
+Percentual","+Ministerio de Desenvolvimento Social do Brasil (MDS)
+CADUNICO
+Sistema de Infomação do Programa
+Sistema de Infomação do Programa
+Sistema de Informação do Programa/ Base de dados do SEAS
+Sistema de Infomação do Programa
+Pesquisa dos níveis de satisfação, reincidência e Reinserção Social das adolescentes em conflito com a lei no Estado do Ceará (PROARES II)
+Relatório de atividades do SINE/IDT para o período Jan a Dez de cada ano.
+Sistema do IDT
+Relatório de atividades do SINE/IDT para o período Jan a Dez de cada ano.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
