"","Project Number","Baseline Year.x","Baseline Year.y","Operation Name","Long.op.name","objectives","objectives_indicators","outcomes","outcomes_indicators","outcomes_units","outcomes_means","health","malaria","covid","acceso","morbilidad","eficiencia","equidad","calidad_name","calidad_g_objective","calidad_outcome","calidad_outcome_ind","not.a.loan"
"11","BH-L1053",2019,2021,"Programme to Support the Health System Strengthening of The Bahamas","BH-L1053 - Programme to Support the Health System Strengthening of The Bahamas","+To support the strengthening of The Bahamas health system to meet the population’s health needs","Percentage of hypertensive patiens with blood pressure controlled
Mortality rate of cardiovascular
disease
Percentage of diabetes patients with blood glucose controlled.
Mortality rate of cardiovascular
disease
Rate of ambulatory care sensitive hospitalizations","+To increase health services efficiency
+To improve access, coverage, and quality of community, ambulatory, and hospital services through a person and community centered model of care
+To integrate primary and secondary care services that DPH, PHA, NHIA deliver","+Number of partner agencies with information systems that are connected and/or integrated with health information exchange
+Number of beneficiaries of new and retrofitted clinics with enhanced resilience to natural hazards and climate change
+Data from primary health care clinics available in a central repository accessible by the Ministry of Health to support the calculation of key indicators.
+Number of beneficiaries of new and retrofitted clinics with enhanced resilience to natural hazards and climate change
+% of victims of domestic violence receiving tele-health and in-person counseling services
+% of personnel trained that is certified to provide care according to protocol to gender-based violence victims
+Percentage of primary health care personnel (medical doctors and nurses) trained in HEARTS protocol
+Electronic Medical Record Information System implemented in Primary Health Care Clinics operated by the Department of Public Health
+Compliance rate with referrals guidelines for NCDs between primary and secondary/ tertiary care levels
+Number of partner agencies with information systems that are connected and/or integrated with health information exchange
+Number of beneficiaries of the digital health technology","+%
+Number
+%
+# of beneficiaries
+%
+%
+%
+%
+%
+Number
+# of beneficiaries","+Annual IS4H report
+Project implementation audits
+Report from central repository system with names of clinics providing information
+Public Health and Health Care services reports and statistics of the Ministry of Health and Wellness
+EHR/paper records data analysis
+implementation audits
+MoH and PHA HR Training records; NHIA Physicians provider profile
+Use and satisfaction of EHR-S Satisfaction survey
+Electronic and paper clinical registries at primary care and hospital settings
+Annual IS4H report
+Progress reports of the implementation of the ISH4",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"12","BH-L1055",2020,2020,"Program to support the Health Sector to Contain and Control Coronavirus and to Mitigate its effects in Service Provision","BH-L1055 - Program to support the Health Sector to Contain and Control Coronavirus and to Mitigate its effects in Service Provision","+Help reduce the morbidity and mortality caused by COVID-19 and mitigate indirect impacts of the epidemic on health","Confirmed cases of COVID-19
Number of Deaths from Covid-19","+Improving case detection and monitoring
+Strengthening response leadership at country level
+Supporting initiatives to break the chain of transmission of the illness
+Improving service delivery capacity","+% of laboratories with diagnostic capacity for COVID-19
+% of activities as per WHO guidelines started as part of country’s Preparedness and Response Plan
+Emergency Operations Committee strengthened that also coordinates multisectoral mechanisms
+Number of people in the prioritized groups who have been vaccinated against COVID-19
+% epidemiological bulletins issued weekly
+COVID-19 vaccine deployment plan developed
+% of hospitalized confirmed cases receiving treatment with supportive care according to country protocol
+% of points of entry with epidemiological surveillance as per country standards
+% of acute healthcare facilities with triage capacity
+% of acute healthcare facilities with isolation capacity","+%
+%
+Number of comittees
+# of beneficiaries
+%
+Plan
+# of beneficiaries
+%
+%
+%","+Reports of the MOH with the productivity of the laboratories
+Preparedness and response plan of the MOH and technical support documents
+Report of the MOH with the description of the improved structure and functions of the National Coordination Committee
+MOH reports of the progress of the COVID-19 vaccination plan
+COVID-19 Dashboard of the MOH
+MOH reports of the progress of the COVID-19 vaccination plan
+Reports of specific surveys of an external evaluation agency
+MOH Report on the progress of the response plan for COVID-19
+MOH Report on the progress of the response plan for COVID-19
+Reports of the MOH regarding the progress of the works to increase the isolation capacity",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"13","BL-L1034",NA,NA,NA,NA,NA,NA,"+Expected Outcomes","+Percentage of adult population (aged 18+) not formerly formally employed, receiving pension, or transfers from the Building Opportunities for Our Social Transformation (BOOST), that receive support from the Unemployment Relief program
+Percentage of individuals who were formerly formal workers and lost their job due to the COVID-19 pandemic, that receive support from the Unemployment Relief program.","+Percentage (%)
+Percentage (%)","+Project ex-post evaluation
+Project ex-post evaluation",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"14","BL-L1036",2020,2020,"Program to Support the Health Sector to Contain and Control Coronavirus and to Mitigate its Effect on Service Provision","BL-L1036 - Program to Support the Health Sector to Contain and Control Coronavirus and to Mitigate its Effect on Service Provision","+Contribute to the reduction of the morbidity and mortality caused by COVID-19 and to mitigate other indirect impacts of the pandemic","Confirmed cases of COVID-19
Number of Deaths from Covid-19","+Supporting initiatives to break the chain of transmission of the illness","+COVID-19 vaccine distribution plan developed
+Percentage of people in vulnerable groups (elderly and people with comorbidities) who have been vaccinated against COVID-19
+Number of beneficiaries
+Percentage of health personnel who have been vaccinated against COVID-19","+Plan
+Percentage
+# of beneficiaries
+Percentage","+Plan approved by the MoHW
+BHIS or vaccination monitoring system
+MOHW reports of BHIS
+BHIS or vaccination monitoring system",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"15","BL-L1048",NA,NA,NA,NA,NA,NA,"+To improve the efficiency and quality of healthcare delivery
+To improve access to key health services","+Percentage of hospital readmissions within 30 days, due to a diagnosis associated with diabetes and/or cardiovascular diseases (in Southern and Western Regional hospitals)
+Percentage of neonatal complications managed according to norms (in Southern and Western Regional Hospitals)
+Control of blood pressure among people with hypertension at least once in the past six months (in Stann Creek and Cayo districts)
+Percentage of inpatient encounters in the BHIS with the ICD-10 diagnosis code (people > 4 years old, in Southern and Western Regional Hospitals)
+Percentage of stock-outs of essential medicines in public pharmacies (annual average) (in Cayo and Stann Creek districts
+Percentage of pregnant women triaged at A&E before admission (in Northern and Southern Regional Hospital)
+Percentage of rural villages with the highest concentration of migrant population that is visited at least once every two months by comprehensive mobile clinics (in Stann Creek and Cayo districts)
+Percentage of rural villages with the highest concentration of Maya population that is visited at least once every two months by comprehensive mobile clinics (in Stann Creek and Cayo districts)
+Number of new admissions at the Palm Center for Long-Term Care
+Number of outpatient visits at the PHC level (in Stann Creek and Cayo districts)
+Percentage of patients diagnosed with a mental health condition that received at least one remote counseling session per month","+%
+%
+%
+%
+%
+%
+%
+%
+#
+#
+%","+Belize Health Information System (BHIS) and hospital records
+Belize Health Information System (BHIS) and patient medical records
+Belize Health Information System (BHIS)
+Belize Health Information System (BHIS)
+Pharmacy department yearly reports, Ministry of Health and Wellness (MOHW)
+Belize Health Information System (BHIS) and hospital logbooks
+Belize Health Information System (BHIS)
+Belize Health Information System (BHIS)
+Belize Health Information System (BHIS)
+Belize Health Information System (BHIS)
+Belize Health Information System (BHIS)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"16","BL-U0001",2020,2020,NA,"BL-U0001 - NA","+Contribute to the reduction of the morbidity and mortality caused by COVID-19 and to mitigate indirect impacts of the pandemic.","Number of Deaths from Covid-19
Confirmed cases of COVID-19","+Supporting initiatives to break the chain of transmission of the illness","+Percentage of health personnel who have been vaccinated against COVID-19
+Percentage of people in vulnerable groups (elderly and chronic disease patients) who have been vaccinated against COVID-19
+COVID-19 vaccine distribution plan developed
+Number of beneficiaries","+Percentage
+Percentage
+Plan
+# of beneficiaries","+BHIS or vaccination monitoring system
+BHIS or vaccination monitoring system
+Plan approved by the MoHW
+MOHW reports of BHIS",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"17","BO-L1067",2003,2008,"Strengthening of Integrated Health Networks in the Department of Potosi","BO-L1067 - Strengthening of Integrated Health Networks in the Department of Potosi","+Mortalidad materno infantil en el Departamento de Potosi reducida","Tasa de mortalidad infantil por 1000 NV
Tasa de Mortalidad neonatal
Razon de Mortalidad materna en el Departamento de Potosi","+Acceso a servicios de salud de calidad en el Departamento de Potosi mejorado","+Mujeres con complicación obstétrica atendidas en Hospital
+Cobertura de Parto Institucional
+Personas Atendidas por un paquete básico de servicios de salud, que incluye parto institucional (madre y niño)
+Establecimientos de Salud que cumplan con las normas de caracterización del Ministerio de Salud y Deportes en cuanto a infraestructura, equipo y Recursos Humanos
+Disponibilidad de mantenimiento de equipos médicos y no médicos por nivel de establecimientos de salud
+Recursos Humanos con capacitación CONE por tipo de establecimiento de salud","+Porcentaje
+Porcentaje
+# of beneficiaries
+Número
+Porcentaje
+Personas","+Registros hospitalarios
+SNIS Departamental (Potosí)
+Registro del Bono Juana Azurduy
+Informes de Servicio Departamental de Salud, al final del proyecto se puede verificar con el Estudio de Brechas
+Informes específicos del proyecto.
+Informe específico del proyecto.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"18","BO-L1078",2011,2011,"Improved access to health services in Bolivia","BO-L1078 - Improved access to health services in Bolivia","+Reducción de la mortalidad materno - infantil en las redes de atención en salud en los Departamentos de La Paz y Potosí","Mortalidad Neonatal temprana por cada 1,000 Nacidos Vivos en el Departamento de La Paz
Mortalidad Infantil por cada 1,000 Nacidos Vivos en el Departamento de La Paz
Mortalidad Infanti por cada 1,000 Nacidos Vivos en el Departamento de Potosí
Mortalidad Neonatal temprana por cada 1,000 Nacidos Vivos en el Departamento de Potosí","+Estándar nacional de eficiencia de producción de servicios (egresos) cumplido
+Acceso/utilización de servicos hospitalarios incrementado
+Redes de atención de salud fortalecidas a través de la implementación de norma de referencia y retorno","+Egresos por cama del municipio de Potosí
+Porcentaje de ocupación de camas del Hospital El Alto Norte
+Porcentaje de ocupación de camas del Nuevo Hospital, Potosí
+Egresos hospitalarios, por sexo (masculino) en los municipios de Potosí
+Egresos hospitalarios, por sexo (masculino) en el municipio de El Alto
+Egresos por cama del municipio de El Alto
+Egresos hospitalarios, por sexo (femenino) en los municipios de Potosí
+Porcentaje de pacientes referidos atendidos en el Hospital El Alto Norte
+Egresos hospitalarios, por sexo (femenino) en el municipio de El Alto","+Egresos
+Porcentaje
+Porcentaje
+# of beneficiaries
+# of beneficiaries
+Egresos
+# of beneficiaries
+Porcentaje
+# of beneficiaries","+Sistema de Información en Salud - SNIS
+Estadísticas del hospital
+Estadísticas del hospital
+SNIS y registros administrativos de hospitales
+SNIS y registros administrativos de hospitales
+Sistema de Información en Salud - SNIS
+SNIS y registros administrativos de hospitales
+Estadísticas del hospital
+SNIS y registros administrativos de hospitales",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"19","BO-L1082",2013,2013,"Improved Access to Health Services El Alto Bolivia","BO-L1082 - Improved Access to Health Services El Alto Bolivia","+Reducción de la mortalidad: i) neonatal; ii) materna; y ii) por cáncer cervico-uterino en El Alto","1.3Mortalidad por CaCU (Cáncer Cérvico - Uterino) por 100.000 mujeres entre 30 y 49 años de edad en el departamento de La Paz
1.1 Mortalidad neonatal precoz hospitalaria por 1.000 NV* (<7 días) en el municipio El Alto
1.2 Mortalidad materna hospitalaria por 100.000 NV en el municipio El Alto","+Utilización de los servicios hospitalarios en el Municipio de El Alto incrementada
+Capacidad de resolución en atención de salud materno-infantil y CaCU (Cáncer Cérvico - Uterino) en el Municipio de El Alto mejorada","+Porcentaje de partos institucionales en
relación al número de partos esperados
el Municipio de El Alto
+Porcentaje de emergencias derivadas a La Paz
sobre el total de emergencias generadas
en el Municipio El Alto
+Personas que se benefician de un
paquete básico de servicios de salud.
(total de mujeres tamizadas bajo el
Programa)
+Porcentaje de mujeres tamizadas con IVAA
positivo que completan el tratamiento (crioterapia)
según protocolo en una semana
+Porcentaje de mujeres entre 30 y 49 años
tamizadas con IVAA que obtengan
resultado positivo (sobre el total de
mujeres tamizadas)","+%
+%
+# of beneficiaries
+%
+%","+Reporte SNIS Departamental
+Registros del hospital de clínicas y hospitales de El Alto (Korea, Los Andes y Boliviano Holandes) a través de un registro sistematizado que sera diseñado en la implementación del proyecto
+Reporte de los EESS intervenidos que atienden con IVAA
+Reporte de los EESS intervenidos que atienden con IVAA. El programa municipal de CaCU prevé un registro especifico similar al actual registro de PAP.
+Reporte de los EESS intervenidos que atienden con IVAA. El programa municipal de CaCU prevé un registro especifico similar al actual registro de PAP",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"20","BO-L1198",2008,2011,"Program to improve accessibility to maternal and Neonatal health services in Bolivia","BO-L1198 - Program to improve accessibility to maternal and Neonatal health services in Bolivia","+Morbi-mortalidad materna y neonatal reducida","1. Razón de mortalidad materna en el país
2. Tasa de mortalidad neonatal en el país","+1. Calidad y Accesibilidad de los cuidados obstétricos, neonatales y de la Planificación Familiar, incrementada
+3. Capacidad de gestión y eficiencia de las redes y establecimientos de salud, incrementadas
+2. Capacidad resolutiva de la red de servicios de salud, incrementada","+Frecuentación hospitalaria (internamiento) (desagregado entre hombres y mujeres)
+Estancia media en los hospitales de 2do nivel intervenidos
+Prevalencia de bajo peso a nacer
+Egresos hospitalarios (beneficiarios que reciben servicios de salud).
+Egresos por cama
+Mujeres embarazadas que reciben atención prenatal antes de la semana 20
+Partos atendidos en hospital/centro integral de salud
+Mujeres que reciben al menos 4 controles obstétricos
+Embarazadas desnutridas
+Frecuentación hospitalaria (consultas) (desagregado entre hombres y mujeres)
+Referencias hospitalarias recibidas AJO (Adecuada – Justificada – Oportuna, promedio)
+Tasa de mortalidad neonatal hospitalaria temprana en el municipio de El Alto (la tasa es por 1,000 NV)
+Recién nacidos que reciben atención posnatal antes de las 48 horas
+Ocupación de camas
+Costo de la UPA en hospitales de 2do nivel intervenidos
+Mujeres en edad fértil que utilizan métodos modernos de Planificación Familiar (PF)
+Partos atendidos en establecimientos de salud
+Unidad Ponderada de Asistencia (UPA) producidas por personal asistencial en hospitales de 2do nivel intervenidos","+Tasa
+Días
+Tasa
+Personas
+Número
+%
+%
+%
+%
+Tasa
+%
+Tasa
+%
+%
+Bs/UPA
+%
+%
+Número","+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+SIRECO
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE
+Sistema Nacional de Información en Salud y Vigilancia Epidemiológica. SNIS-VE",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
