"","project_number","Country Name","Baseline Year","Long.op.name","objectives","Objective","outcomes","outcomes_indicators","outcomes_units","outcomes_means","reformulated","health","malaria","covid"
"2830","NI-L1082","Nicaragua",2015,"NI-L1082 - Modernization of Infrastructure and Management of Hospitals - Western Region","+Acceso a servicios especializados en la Región Occidente","The program's goal is to improve public health services and access to those services in the western territory of Nicaragua, using state of the art in hospital management strategies, in order to help improve the state of health and welfare of the people of that territory.","Indicadores de resultados finales de mejoramiento de la cobertura, calidad y eficiciencia de la atención en salud por la red de servicios","Recien nacidos complicados por sepsis o asfixia neonatal que recibieron atención según la norma.","%","Evaluación final a partir de datos estadísticos oficiales.","NO",TRUE,FALSE,FALSE
"2835","NI-L1082","Nicaragua",2015,"NI-L1082 - Modernization of Infrastructure and Management of Hospitals - Western Region","+Morbi-mortalidad en la Región Occidente","The program's goal is to improve public health services and access to those services in the western territory of Nicaragua, using state of the art in hospital management strategies, in order to help improve the state of health and welfare of the people of that territory.","Indicadores de resultados finales de mejoramiento de la cobertura, calidad y eficiciencia de la atención en salud por la red de servicios","Derivaciones evitables (Consultas de Especialidad) desde la red de atención primaria al HEODRA.","%","Evaluación final a partir de datos estadísticos oficiales.","NO",TRUE,FALSE,FALSE
"2836","NI-L1082","Nicaragua",2015,"NI-L1082 - Modernization of Infrastructure and Management of Hospitals - Western Region","+Acceso a servicios especializados en la Región Occidente","The program's goal is to improve public health services and access to those services in the western territory of Nicaragua, using state of the art in hospital management strategies, in order to help improve the state of health and welfare of the people of that territory.","Indicadores de resultados finales de mejoramiento de la cobertura, calidad y eficiciencia de la atención en salud por la red de servicios","Derivaciones evitables (Consultas de Especialidad) desde la red de atención primaria al HEODRA.","%","Evaluación final a partir de datos estadísticos oficiales.","NO",TRUE,FALSE,FALSE
"2841","NI-L1082","Nicaragua",2015,"NI-L1082 - Modernization of Infrastructure and Management of Hospitals - Western Region","+Morbi-mortalidad en la Región Occidente","The program's goal is to improve public health services and access to those services in the western territory of Nicaragua, using state of the art in hospital management strategies, in order to help improve the state of health and welfare of the people of that territory.","Indicadores de resultados finales de mejoramiento de la cobertura, calidad y eficiciencia de la atención en salud por la red de servicios","Indice de Ocupación del hospital","%","Evaluación final a partir de datos estadísticos oficiales.","NO",TRUE,FALSE,FALSE
"2842","NI-L1082","Nicaragua",2015,"NI-L1082 - Modernization of Infrastructure and Management of Hospitals - Western Region","+Acceso a servicios especializados en la Región Occidente","The program's goal is to improve public health services and access to those services in the western territory of Nicaragua, using state of the art in hospital management strategies, in order to help improve the state of health and welfare of the people of that territory.","Indicadores de resultados finales de mejoramiento de la cobertura, calidad y eficiciencia de la atención en salud por la red de servicios","Indice de Ocupación del hospital","%","Evaluación final a partir de datos estadísticos oficiales.","NO",TRUE,FALSE,FALSE
"2847","NI-L1082","Nicaragua",2015,"NI-L1082 - Modernization of Infrastructure and Management of Hospitals - Western Region","+Morbi-mortalidad en la Región Occidente","The program's goal is to improve public health services and access to those services in the western territory of Nicaragua, using state of the art in hospital management strategies, in order to help improve the state of health and welfare of the people of that territory.","Indicadores de resultados finales de mejoramiento de la cobertura, calidad y eficiciencia de la atención en salud por la red de servicios","Detección temprana de la Enfermedad Renal Crónica (ERC).","%","Evaluación final a partir de datos estadísticos oficiales.","NO",TRUE,FALSE,FALSE
"2848","NI-L1082","Nicaragua",2015,"NI-L1082 - Modernization of Infrastructure and Management of Hospitals - Western Region","+Acceso a servicios especializados en la Región Occidente","The program's goal is to improve public health services and access to those services in the western territory of Nicaragua, using state of the art in hospital management strategies, in order to help improve the state of health and welfare of the people of that territory.","Indicadores de resultados finales de mejoramiento de la cobertura, calidad y eficiciencia de la atención en salud por la red de servicios","Detección temprana de la Enfermedad Renal Crónica (ERC).","%","Evaluación final a partir de datos estadísticos oficiales.","NO",TRUE,FALSE,FALSE
"2853","NI-L1082","Nicaragua",2015,"NI-L1082 - Modernization of Infrastructure and Management of Hospitals - Western Region","+Morbi-mortalidad en la Región Occidente","The program's goal is to improve public health services and access to those services in the western territory of Nicaragua, using state of the art in hospital management strategies, in order to help improve the state of health and welfare of the people of that territory.","Indicadores de resultados finales de mejoramiento de la cobertura, calidad y eficiciencia de la atención en salud por la red de servicios","Cirujías mayores ambulatorias.","%","Evaluación final a partir de datos estadísticos oficiales.","NO",TRUE,FALSE,FALSE
"2854","NI-L1082","Nicaragua",2015,"NI-L1082 - Modernization of Infrastructure and Management of Hospitals - Western Region","+Acceso a servicios especializados en la Región Occidente","The program's goal is to improve public health services and access to those services in the western territory of Nicaragua, using state of the art in hospital management strategies, in order to help improve the state of health and welfare of the people of that territory.","Indicadores de resultados finales de mejoramiento de la cobertura, calidad y eficiciencia de la atención en salud por la red de servicios","Cirujías mayores ambulatorias.","%","Evaluación final a partir de datos estadísticos oficiales.","NO",TRUE,FALSE,FALSE
"2859","NI-L1082","Nicaragua",2015,"NI-L1082 - Modernization of Infrastructure and Management of Hospitals - Western Region","+Morbi-mortalidad en la Región Occidente","The program's goal is to improve public health services and access to those services in the western territory of Nicaragua, using state of the art in hospital management strategies, in order to help improve the state of health and welfare of the people of that territory.","Indicadores de resultados finales de mejoramiento de la cobertura, calidad y eficiciencia de la atención en salud por la red de servicios","Cobertura del programa de Hipertensión Arterial (HTA) en el primer nivel.","%","Evaluación final a partir de datos estadísticos oficiales.","NO",TRUE,FALSE,FALSE
"2860","NI-L1082","Nicaragua",2015,"NI-L1082 - Modernization of Infrastructure and Management of Hospitals - Western Region","+Acceso a servicios especializados en la Región Occidente","The program's goal is to improve public health services and access to those services in the western territory of Nicaragua, using state of the art in hospital management strategies, in order to help improve the state of health and welfare of the people of that territory.","Indicadores de resultados finales de mejoramiento de la cobertura, calidad y eficiciencia de la atención en salud por la red de servicios","Cobertura del programa de Hipertensión Arterial (HTA) en el primer nivel.","%","Evaluación final a partir de datos estadísticos oficiales.","NO",TRUE,FALSE,FALSE
"2865","NI-L1082","Nicaragua",2017,"NI-L1082 - Modernization of Infrastructure and Management of Hospitals - Western Region","+Morbi-mortalidad en la Región Occidente","The program's goal is to improve public health services and access to those services in the western territory of Nicaragua, using state of the art in hospital management strategies, in order to help improve the state of health and welfare of the people of that territory.","Indicadores de resultados finales de mejoramiento de la cobertura, calidad y eficiciencia de la atención en salud por la red de servicios","Tasa de infecciones nosocomiales en el HEODRA","%","Reporte oficial incluido en la Evaluación Final","NO",TRUE,FALSE,FALSE
"2866","NI-L1082","Nicaragua",2017,"NI-L1082 - Modernization of Infrastructure and Management of Hospitals - Western Region","+Acceso a servicios especializados en la Región Occidente","The program's goal is to improve public health services and access to those services in the western territory of Nicaragua, using state of the art in hospital management strategies, in order to help improve the state of health and welfare of the people of that territory.","Indicadores de resultados finales de mejoramiento de la cobertura, calidad y eficiciencia de la atención en salud por la red de servicios","Tasa de infecciones nosocomiales en el HEODRA","%","Reporte oficial incluido en la Evaluación Final","NO",TRUE,FALSE,FALSE
"2871","NI-L1095","Nicaragua",2012,"NI-L1095 - Community Health Program for Rural Municipios","+Estado nutricional de los niños mejorado.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Cobertura de atención primaria a la niñez aumentada.","Niños de 6 a 24 meses quienes recibieron micronutrientes diariamente en dos rondas de dos meses en el año biológico.","%","Reporte de evaluación externa de desempeño","NO",TRUE,FALSE,FALSE
"2872","NI-L1095","Nicaragua",2012,"NI-L1095 - Community Health Program for Rural Municipios","+Embarazos no deseados reducidos.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Cobertura de atención primaria a la niñez aumentada.","Niños de 6 a 24 meses quienes recibieron micronutrientes diariamente en dos rondas de dos meses en el año biológico.","%","Reporte de evaluación externa de desempeño","NO",TRUE,FALSE,FALSE
"2875","NI-L1095","Nicaragua",2012,"NI-L1095 - Community Health Program for Rural Municipios","+Morbilidad severa en la niñez reducida.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Cobertura de atención primaria a la niñez aumentada.","Niños de 6 a 24 meses quienes recibieron micronutrientes diariamente en dos rondas de dos meses en el año biológico.","%","Reporte de evaluación externa de desempeño","NO",TRUE,FALSE,FALSE
"2876","NI-L1095","Nicaragua",2012,"NI-L1095 - Community Health Program for Rural Municipios","+Mortalidad materna reducida.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Cobertura de atención primaria a la niñez aumentada.","Niños de 6 a 24 meses quienes recibieron micronutrientes diariamente en dos rondas de dos meses en el año biológico.","%","Reporte de evaluación externa de desempeño","NO",TRUE,FALSE,FALSE
"2883","NI-L1095","Nicaragua",2012,"NI-L1095 - Community Health Program for Rural Municipios","+Estado nutricional de los niños mejorado.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Cobertura de atención primaria a la niñez aumentada.","Niños de 19 a 29 meses de edad que cuentan con su esquema de vacunación completo de acuerdo a su edad.","%","Evaluación final","NO",TRUE,FALSE,FALSE
"2884","NI-L1095","Nicaragua",2012,"NI-L1095 - Community Health Program for Rural Municipios","+Embarazos no deseados reducidos.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Cobertura de atención primaria a la niñez aumentada.","Niños de 19 a 29 meses de edad que cuentan con su esquema de vacunación completo de acuerdo a su edad.","%","Evaluación final","NO",TRUE,FALSE,FALSE
"2887","NI-L1095","Nicaragua",2012,"NI-L1095 - Community Health Program for Rural Municipios","+Morbilidad severa en la niñez reducida.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Cobertura de atención primaria a la niñez aumentada.","Niños de 19 a 29 meses de edad que cuentan con su esquema de vacunación completo de acuerdo a su edad.","%","Evaluación final","NO",TRUE,FALSE,FALSE
"2888","NI-L1095","Nicaragua",2012,"NI-L1095 - Community Health Program for Rural Municipios","+Mortalidad materna reducida.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Cobertura de atención primaria a la niñez aumentada.","Niños de 19 a 29 meses de edad que cuentan con su esquema de vacunación completo de acuerdo a su edad.","%","Evaluación final","NO",TRUE,FALSE,FALSE
"2895","NI-L1095","Nicaragua",2012,"NI-L1095 - Community Health Program for Rural Municipios","+Estado nutricional de los niños mejorado.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Acceso a la salud sexual y reproductiva y maternidad segura mejorado.","Mujeres en edad fértil con necesidad insatisfecha de planificación familiar.","%","Reporte de Evaluación","NO",TRUE,FALSE,FALSE
"2896","NI-L1095","Nicaragua",2012,"NI-L1095 - Community Health Program for Rural Municipios","+Embarazos no deseados reducidos.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Acceso a la salud sexual y reproductiva y maternidad segura mejorado.","Mujeres en edad fértil con necesidad insatisfecha de planificación familiar.","%","Reporte de Evaluación","NO",TRUE,FALSE,FALSE
"2899","NI-L1095","Nicaragua",2012,"NI-L1095 - Community Health Program for Rural Municipios","+Morbilidad severa en la niñez reducida.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Acceso a la salud sexual y reproductiva y maternidad segura mejorado.","Mujeres en edad fértil con necesidad insatisfecha de planificación familiar.","%","Reporte de Evaluación","NO",TRUE,FALSE,FALSE
"2900","NI-L1095","Nicaragua",2012,"NI-L1095 - Community Health Program for Rural Municipios","+Mortalidad materna reducida.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Acceso a la salud sexual y reproductiva y maternidad segura mejorado.","Mujeres en edad fértil con necesidad insatisfecha de planificación familiar.","%","Reporte de Evaluación","NO",TRUE,FALSE,FALSE
"2907","NI-L1095","Nicaragua",2012,"NI-L1095 - Community Health Program for Rural Municipios","+Estado nutricional de los niños mejorado.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Acceso a información y educación en salud y servicios para los adolescentes.","MEF adolescentes en unión con necesidad satisfecha de anticoncepción.","%","Evaluación final","NO",TRUE,FALSE,FALSE
"2908","NI-L1095","Nicaragua",2012,"NI-L1095 - Community Health Program for Rural Municipios","+Embarazos no deseados reducidos.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Acceso a información y educación en salud y servicios para los adolescentes.","MEF adolescentes en unión con necesidad satisfecha de anticoncepción.","%","Evaluación final","NO",TRUE,FALSE,FALSE
"2911","NI-L1095","Nicaragua",2012,"NI-L1095 - Community Health Program for Rural Municipios","+Morbilidad severa en la niñez reducida.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Acceso a información y educación en salud y servicios para los adolescentes.","MEF adolescentes en unión con necesidad satisfecha de anticoncepción.","%","Evaluación final","NO",TRUE,FALSE,FALSE
"2912","NI-L1095","Nicaragua",2012,"NI-L1095 - Community Health Program for Rural Municipios","+Mortalidad materna reducida.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Acceso a información y educación en salud y servicios para los adolescentes.","MEF adolescentes en unión con necesidad satisfecha de anticoncepción.","%","Evaluación final","NO",TRUE,FALSE,FALSE
"2919","NI-L1095","Nicaragua",2015,"NI-L1095 - Community Health Program for Rural Municipios","+Estado nutricional de los niños mejorado.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Acceso a la salud sexual y reproductiva y maternidad segura mejorado.","Nacimientos en establecimientos de salud.","%","Reporte de Evaluación","NO",TRUE,FALSE,FALSE
"2920","NI-L1095","Nicaragua",2015,"NI-L1095 - Community Health Program for Rural Municipios","+Embarazos no deseados reducidos.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Acceso a la salud sexual y reproductiva y maternidad segura mejorado.","Nacimientos en establecimientos de salud.","%","Reporte de Evaluación","NO",TRUE,FALSE,FALSE
"2923","NI-L1095","Nicaragua",2015,"NI-L1095 - Community Health Program for Rural Municipios","+Morbilidad severa en la niñez reducida.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Acceso a la salud sexual y reproductiva y maternidad segura mejorado.","Nacimientos en establecimientos de salud.","%","Reporte de Evaluación","NO",TRUE,FALSE,FALSE
"2924","NI-L1095","Nicaragua",2015,"NI-L1095 - Community Health Program for Rural Municipios","+Mortalidad materna reducida.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Acceso a la salud sexual y reproductiva y maternidad segura mejorado.","Nacimientos en establecimientos de salud.","%","Reporte de Evaluación","NO",TRUE,FALSE,FALSE
"2931","NI-L1095","Nicaragua",2015,"NI-L1095 - Community Health Program for Rural Municipios","+Estado nutricional de los niños mejorado.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Asignación de personal de atención primaria para el área rural y red comunitaria ampliada.","Brecha de personal asignado a los ESAFC en los SILAIS priorizados.","%","Reporte de Evaluación externa","NO",TRUE,FALSE,FALSE
"2932","NI-L1095","Nicaragua",2015,"NI-L1095 - Community Health Program for Rural Municipios","+Embarazos no deseados reducidos.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Asignación de personal de atención primaria para el área rural y red comunitaria ampliada.","Brecha de personal asignado a los ESAFC en los SILAIS priorizados.","%","Reporte de Evaluación externa","NO",TRUE,FALSE,FALSE
"2935","NI-L1095","Nicaragua",2015,"NI-L1095 - Community Health Program for Rural Municipios","+Morbilidad severa en la niñez reducida.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Asignación de personal de atención primaria para el área rural y red comunitaria ampliada.","Brecha de personal asignado a los ESAFC en los SILAIS priorizados.","%","Reporte de Evaluación externa","NO",TRUE,FALSE,FALSE
"2936","NI-L1095","Nicaragua",2015,"NI-L1095 - Community Health Program for Rural Municipios","+Mortalidad materna reducida.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Asignación de personal de atención primaria para el área rural y red comunitaria ampliada.","Brecha de personal asignado a los ESAFC en los SILAIS priorizados.","%","Reporte de Evaluación externa","NO",TRUE,FALSE,FALSE
"2943","NI-L1095","Nicaragua",2015,"NI-L1095 - Community Health Program for Rural Municipios","+Estado nutricional de los niños mejorado.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Cobertura de atención primaria a la niñez aumentada.","Niños menores de 24 meses atendidos con vigilancia nutricional comunitaria.","%","Reporte de evaluación.","NO",TRUE,FALSE,FALSE
"2944","NI-L1095","Nicaragua",2015,"NI-L1095 - Community Health Program for Rural Municipios","+Embarazos no deseados reducidos.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Cobertura de atención primaria a la niñez aumentada.","Niños menores de 24 meses atendidos con vigilancia nutricional comunitaria.","%","Reporte de evaluación.","NO",TRUE,FALSE,FALSE
"2947","NI-L1095","Nicaragua",2015,"NI-L1095 - Community Health Program for Rural Municipios","+Morbilidad severa en la niñez reducida.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Cobertura de atención primaria a la niñez aumentada.","Niños menores de 24 meses atendidos con vigilancia nutricional comunitaria.","%","Reporte de evaluación.","NO",TRUE,FALSE,FALSE
"2948","NI-L1095","Nicaragua",2015,"NI-L1095 - Community Health Program for Rural Municipios","+Mortalidad materna reducida.","Reduce health disparities and accelerate reductions in maternal and infant morbidity and
mortality in priority Local Comprehensive Health Care Systems (SILAIS) in the North Caribbean, Jinotega, Matagalpa, and the
Dry Corridor Region, specifically by broadening and improving access to and coverage of high-quality health promotion and
health care services under the family and community health model (paragraph 1.18).","Cobertura de atención primaria a la niñez aumentada.","Niños menores de 24 meses atendidos con vigilancia nutricional comunitaria.","%","Reporte de evaluación.","NO",TRUE,FALSE,FALSE
"3791","PE-L1228","Peru",2016,"PE-L1228 - Program to Create Integrated Health Networks","+Calidad de los servicios en el primer nivel de atención mejorada","The objective of the program is to achieve adequate access for the population to timely,efficient, quality primary health services based on their needs. To this end, it proposes a reorganization of health service provider institutions (IPRESS) into integrated health networks to improve the effectiveness of the current care offering in metropolitan Lima and the priority regions of the country, and to enhance clinical support services in metropolitan Lima","Capacidades de oferta de servicios de salud mejoradas","Porcentaje de usuarios de consulta externa que se sintieron “satisfechos” o “muy satisfechos” con la atención recibida","%","Encuesta Nacional de Satisfaccion de usuarios de salud - SUSALUD","NO",TRUE,FALSE,FALSE
"3793","PE-L1228","Peru",2016,"PE-L1228 - Program to Create Integrated Health Networks","+Calidad de los servicios en el primer nivel de atención mejorada","The objective of the program is to achieve adequate access for the population to timely,efficient, quality primary health services based on their needs. To this end, it proposes a reorganization of health service provider institutions (IPRESS) into integrated health networks to improve the effectiveness of the current care offering in metropolitan Lima and the priority regions of the country, and to enhance clinical support services in metropolitan Lima","Capacidades de oferta de servicios de salud mejoradas","Porcentaje de usuarios de consulta externa que calificaron el tiempo de espera para la atención en el establecimiento de salud con una evaluación de 6 o más (en escala de 1 a 10)","%","Encuesta Nacional de Satisfaccion de usuarios de salud - SUSALUD","NO",TRUE,FALSE,FALSE
"3795","PE-L1228","Peru",2017,"PE-L1228 - Program to Create Integrated Health Networks","+Calidad de los servicios en el primer nivel de atención mejorada","The objective of the program is to achieve adequate access for the population to timely,efficient, quality primary health services based on their needs. To this end, it proposes a reorganization of health service provider institutions (IPRESS) into integrated health networks to improve the effectiveness of the current care offering in metropolitan Lima and the priority regions of the country, and to enhance clinical support services in metropolitan Lima","Capacidades de oferta de servicios de salud mejoradas","Porcentaje de personas de 15 años o más con diagnóstico de hipertensión que recibieron tratamiento en los últimos 12 meses","%","RESULTA (MEF) - ENDES","NO",TRUE,FALSE,FALSE
"3797","PE-L1228","Peru",2017,"PE-L1228 - Program to Create Integrated Health Networks","+Calidad de los servicios en el primer nivel de atención mejorada","The objective of the program is to achieve adequate access for the population to timely,efficient, quality primary health services based on their needs. To this end, it proposes a reorganization of health service provider institutions (IPRESS) into integrated health networks to improve the effectiveness of the current care offering in metropolitan Lima and the priority regions of the country, and to enhance clinical support services in metropolitan Lima","Capacidades de oferta de servicios de salud mejoradas","Porcentaje de personas que han donado sangre de manera voluntaria","%","PRONAHEBAS (MINSA)","NO",TRUE,FALSE,FALSE
"3799","PE-L1228","Peru",2017,"PE-L1228 - Program to Create Integrated Health Networks","+Calidad de los servicios en el primer nivel de atención mejorada","The objective of the program is to achieve adequate access for the population to timely,efficient, quality primary health services based on their needs. To this end, it proposes a reorganization of health service provider institutions (IPRESS) into integrated health networks to improve the effectiveness of the current care offering in metropolitan Lima and the priority regions of the country, and to enhance clinical support services in metropolitan Lima","Capacidades de oferta de servicios de salud mejoradas","Porcentaje de personas de 40 a 59 años que se han realizado un chequeo para descartar algún tipo de cáncer en los últimos 24 meses","%","RESULTA (MEF) - ENDES","NO",TRUE,FALSE,FALSE
"3801","PE-L1228","Peru",2017,"PE-L1228 - Program to Create Integrated Health Networks","+Calidad de los servicios en el primer nivel de atención mejorada","The objective of the program is to achieve adequate access for the population to timely,efficient, quality primary health services based on their needs. To this end, it proposes a reorganization of health service provider institutions (IPRESS) into integrated health networks to improve the effectiveness of the current care offering in metropolitan Lima and the priority regions of the country, and to enhance clinical support services in metropolitan Lima","Capacidades de oferta de servicios de salud mejoradas","Porcentaje de mujeres de 30 a 59 años que se han realizado la prueba de Papanicolaou en los últimos tres años y conocieron su resultado","%","RESULTA (MEF) - ENDES","NO",TRUE,FALSE,FALSE
"3803","PE-L1228","Peru",2017,"PE-L1228 - Program to Create Integrated Health Networks","+Calidad de los servicios en el primer nivel de atención mejorada","The objective of the program is to achieve adequate access for the population to timely,efficient, quality primary health services based on their needs. To this end, it proposes a reorganization of health service provider institutions (IPRESS) into integrated health networks to improve the effectiveness of the current care offering in metropolitan Lima and the priority regions of the country, and to enhance clinical support services in metropolitan Lima","Capacidades de oferta de servicios de salud mejoradas","Porcentaje de personas de 15 años o más con diagnóstico de diabetes mellitus que recibieron tratamiento en los últimos 12 meses","%","RESULTA (MEF) - ENDES","NO",TRUE,FALSE,FALSE
