"","Project Number","Baseline Year","Operation Name","Long.op.name","objectives","objectives_indicators","objectives_units","health","malaria","covid","calidad","acceso","morbilidad","eficiencia","equidad"
"121","PE-L1005",2009,NA,"PE-L1005 - NA","+Uso de servicios de salud materno incrementado, y morbilidad infantil de los niños y niñas menores de 3 años de familias de la zona rural de 09 regiones más pobres reducida","Prevalencia de Infecciones Respiratorias Agudas (IRA) en menores de 3 años en el ámbito rural de 09 regiones más pobres
Prevalencia de anemia en menores de 3 años en el ámbito rural de 09 regiones más pobres
Proporción de partos institucionales en el ámbito rural de 09 regiones más pobres","por ciento
por ciento
por ciento",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"122","PE-L1100",2009,NA,"PE-L1100 - NA","+Contribuir a la consolidación de las reforma de programas sociales y laborales claves para la reducción de la pobreza a través del desarrollo de instrumentos necesarios para el fortalecimiento de los mismos.","Tasa de utilización de servicios de salud materno-infatil en zonas de intervención.
Número de empresas (MYPES) formalizadas validadas por la SUNAT
Recursos presupuestales ahorrados debido a mejor focalización.","Tasa de cumplimiento de los controles de crecimiento y desarrollo (% CRED)
numero de MYPES
Millones de soles",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"123","PE-L1228",2017,"Program to Create Integrated Health Networks","PE-L1228 - Program to Create Integrated Health Networks","+Calidad de los servicios en el primer nivel de atención mejorada","Porcentaje de hospitalizaciones por condiciones sensibles a la atención primaria–total
Tasa de mortalidad por servicios de salud de baja calidad","Porcentaje
Porcentaje",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"124","PN-G1001",2012,NA,"PN-G1001 - NA","+Estado de salud y nutrición de las mujeres en edad reproductiva y los niños menores de cinco años que viven en las Comarcas Kuna Yala y Emberá mejorado","Reducción de la Prevalencia de anemia en niños de 6-23 meses
Reducción de la Mortalidad en menores de 5 años
Reducción de la Prevalencia de desnutrición crónica en niños menores de 5 años
Reducción de la Mortalidad neonatal
Reducción de la Mortalidad infantil
Reducción de la Mortalidad materna","Puntos porcentuales
Tasa (x 1,000 nacidos vivos)
%
Tasa (x 1,000 nacidos vivos)
Tasa (x 1,000 nacidos vivos)
Razón (x 100,000 nacidos vivos)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"125","PN-L1068",2008,"Health Equity Improvement and Services Strengthening Program","PN-L1068 - Health Equity Improvement and Services Strengthening Program","+Reducción de las Muertes maternas en comarcas indígenas y su área de influencia
+Reducción de las muertes de niños menores de cinco años en comarcas indígenas y su área de influencia
+Reducción de la desnutrición crónica en niños menores de 5 años en comarcas indígenas y su área de influencia","Tasa de mortalidad materna en comarcas indígenas y su área de influencia
Tasa de mortalidad infantil en menores de cinco años en comarcas indígenas y su área de influencia
Prevalencia de desnutrición crónica en niños menores de 5 años en comarcas indígenas y su área de influencia","Muertes por 1000 nacidos vivos
Muertes por 1000 nacidos vivos
%",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"126","PN-L1105",2020,NA,"PN-L1105 - NA","+Contribuir a la reducción de la pobreza y pobreza extrema en el país y aumentar la capacidad del sistema de protección social para promover la acumulación de capital humano
+Disminución de brechas de cobertura y calidad de servicios integrales de primera infancia
+Contribuir a la reducción de la pobreza y pobreza extrema
+Aumentar la capacidad del sistema de proteción social para promover la acumulación del capital humano
+Mejora de la focalización y eficiencia distributiva del gasto social en los PTMC","Incidencia de pobreza extrema
Incidencia de pobreza
Porcentaje de niños en los COIF que tienen puntaje ASQ-3 por debajo de un umbral crítico
Niños en los CAIPI que tienen un desarrollo en resolución de problemas (cognición) no adecuado para su edad, lo que equivale a un puntaje
del ASQ-3 por debajo del umbral crítico para la población de referencia (US)
Incidencia pobreza extrema
Niños en los COIF que tienen puntaje ASQ-3 por debajo de un umbral crítico
Incidencia pobreza general
Incidencia pobreza general
Porcentaje de niños en los COIF que tienen valor z talla para la edad por debajo de un umbral crítico
Niños en los COIF que tienen valor z talla para la edad por debajo de un umbral crítico
Incidencia pobreza extrema","%
%
%
%
%
%
%
%
%
%
%",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"127","PN-L1115",2015,"Integrated Health Service Networks Strengthening Program","PN-L1115 - Integrated Health Service Networks Strengthening Program","+Contribuir a la reducción de la mortalidad infantil a través de una mayor cobertura y calidad de los servicios de salud
+Contribuir a la reducción de la mortalidad materna a través de una mayor cobertura y calidad de los servicios de salud
+Mejorar las condiciones de salud y nutrición de la población en situación de pobreza y pobreza extrema
+Contribuir a la reducción de las enfermedades no transmisibles a través de una mayor cobertura y calidad de los servicios de salud","Tasa nacional de mortalidad en <5 años
Tasa de mortalidad en <5 años en la comarca Ngabe Buglé
Tasa de mortalidad materna en la comarca Ngabe Buglé
Razón de mortalidad materna en la comarca Ngabe Buglé
Prevalencia de sobrepeso y obesidad en mujeres embarazadas (índice de masa corporal) en la comarca Emberá Wouaan
Prevalencia de sobrepeso y obesidad en mujeres embarazadas (índice de masa corporal) en la comarca Ngabe Buglé
Tasa nacional de mortalidad prematura (<70 años) por diabetes mellitus
Tasa nacional de mortalidad materna
Prevalencia de sobrepeso y obesidad en mujeres embarazadas (medidos por índice de masa corporal) en la comarca Ngabe Buglé
Prevalencia de sobrepeso y obesidad en mujeres embarazadas (medidos por índice de masa corporal) en la comarca Emberá Wouaan
Prevalencia de desnutrición crónica en niños <5 años en las comarcas Guna Yala y Emberá Wounaan
Prevalencia de sobrepeso y obesidad en mujeres embarazadas (medidos por índice de masa corporal) en la comarca Emberá Wounaan
Razón nacional de mortalidad materna","Muertes infantiles
Muertes infantiles
Muertes maternas
Muertes maternas
%
%
Muertes prematuras
Muertes maternas
%
%
%
%
Muertes maternas",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"128","PN-L1160",2019,NA,"PN-L1160 - NA","+El objetivo general del Programa es apoyar la inclusión social de las personas con discapacidad (PcD) a través del aumento en la capacidad del Estado para identificarlos y ponderar sus necesidades, así como promover mejoras en la cobertura y calidad de los servicios de salud, educación y de soporte a la autonomía personal que reciben.","Ratio de asistencia niños con discapacidad/asistencia niños sin discapacidad
Proporción de PcD certificadas a nivel nacional
Proporción de PcD que reciben rehabilitación efectiva en MINSA
Porcentaje de niños con diagnóstico de discapacidad auditiva en MINSA","ratio
%
%
%",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"129","PN-L1170",2020,"Immediate Public Health Response to Contain and Control Coronavirus and Mitigate its Impact on Services","PN-L1170 - Immediate Public Health Response to Contain and Control Coronavirus and Mitigate its Impact on Services","+Contribuir a reducir la mortalidad y la morbilidad causadas por la COVID-19 y mitigar los efectos indirectos de la pandemia sobre la salud.","Número de muertes provocadas por COVID 19 evitadas
Número de casos de COVID-19 evitados
Promedio de pacientes hospitalizados por COVID-19 durante la semana previa al reporte","Número de muertes
Número de casos
Número de pacientes",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"130","PN-L1177",2022,NA,"PN-L1177 - NA","+Reducir el nivel de vulnerabilidad social de la población panameña","Brecha de ingresos per cápita promedio de hogares de jefatura femenina beneficiarios de la RdO que reciben el paquete de inclusión productiva e ingresos per cápita promedio de hogares de jefatura masculina en los mismos distritos
Calidad del ambiente del hogar en hogares beneficiarios de Cuidarte (con respecto a hogares en el grupo de control) con base al puntaje de Indicadores de Cuidado Familiar (Family Care Indicators, FCI)","Porcentaje
Desviaciones estándar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"131","PR-L1051",2011,NA,"PR-L1051 - NA","+Mejorar los niveles de desarrollo cognitivo, emocional y físico, de los niños/as menores de 5 años, detectando precozmente trastornos en el desarrollo y facilitando el acceso oportuno a intervenciones para su tratamiento.","Niños/as con rezagos en municipios intervenidos.","% niños y niñas",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"132","PR-L1167",2017,"Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","PR-L1167 - Program to Strengthen Integrated and Comprehensive Health Services Networks based on Primary Health Care","+Contribuir a la mejora de las condiciones de salud de la población más vulnerable de Paraguay, a través del fortalecimiento de las RIISS basadas en Atención Primaria de Salud (APS).","Tasa de mortalidad por cardiopatía isquémica - Hombres
Tasa de mortalidad prematura por Diabetes Mellitus
(DM) - Hombres
Tasa de Mortalidad neonatal
Tasa de mortalidad prematura por enfermedades cerebrovasculares – Mujeres
Tasa de mortalidad prematura por Diabetes Mellitus (DM) - MUJERES
Tasa de mortalidad por cardiopatía isquémica - Mujeres
Tasa de mortalidad prematura por enfermedades cerebrovasculares - Hombres
Razón de mortalidad materna (RMM)","/100.000 hab
/100.000 hab
/1.000 nacidos vivos
/100.000 hab
/100.000 hab
/100.000 hab
/100.000 hab
/100.000 nacidos vivos",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"133","PR-L1190",2023,"Strengthening of the San Estanislao Hospital Services Network","PR-L1190 - Strengthening of the San Estanislao Hospital Services Network","+Mejorar el estado de salud de la población priorizada por medio de la extensión de la accesibilidad y cobertura efectiva de servicios de salud de calidad","Años de vida ajustados por discapacidad (AVADs) evitados
Número de muertes maternas directas en hospitales del DSP en los últimos tres años
Riesgo de muerte prematura por diabetes (Masculino)
Riesgo de muerte prematura por diabetes (Femenino)
Riesgo de muerte prematura por diabetes (Total)","AVAD
#
Por cada 100.000 personas
Por cada 100.000 personas
Por cada 100.000 personas",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"134","PR0125",2005,NA,"PR0125 - NA","+Inversión social dirigida a sectores de la población en extrema pobreza y vulnerabilidad mejorada","Mortalidad infantil.
Retención en el quinto grado de la educación escolar básica.","%
%",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"135","RG-X1192",NA,NA,"RG-X1192 - NA","+Componente 1. Estrategia de cambio de comportamiento para mejorar las prácticas de alimentación
+Componente 2. Evaluación de impacto
+Componente 3. Comunicación, diseminación y aprendizaje","NA
NA
NA","NA
NA
NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"136","SU-L1054",2017,"Health Services Improvement Project","SU-L1054 - Health Services Improvement Project","+Reduction of burden of disease in Suriname","Autochtonous malaria cases
Ambulatory care sensitive conditions hospitalizations due to diabetes","Cases Rate per 1,000 population per annum
Hospitalizations Rate per 1,000 per annum",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"137","SU-L1063",2017,NA,"SU-L1063 - NA","+Contribute to ensuring minimum consumption levels for vulnerable groups amid Suriname’s socio-economic crisis and strengthen the country’s social safety net.","Per-capita consumption in vulnerable and poor households vs per-capita consumption in non-vulnerable households
Per-capita consumption in vulnerable and poor households vs per-capita consumption in non-vulnerable households
Per-capita consumption in vulnerable and poor households vs per-capita consumption in non-vulnerable households","US$
SRD (Montly per capita consumption)
NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"138","TT-L1039",2014,"Health Services Support Program","TT-L1039 - Health Services Support Program","+Lifestyle diseases management among adults improved
+Healthier weight status among primary school age children (5-13 years) achieved","Adult female mortality rate per 100,000 population for six non-communicable diseases (ischemic heart disease, cerebrovascular disease, hypertensive diseases, cancers, diabetes, chronic respiratory illness)
Adult male mortality rate per 100,000 population for six non-communicable diseases (ischemic heart disease, cerebrovascular disease, hypertensive diseases, cancers, diabetes, chronic respiratory illness)
Overweight/obese rate in primary school age children (5-13 years)","adult female mortality rate per 100000 population
adult male mortality rate per 100,000 population
%",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"139","TT-L1060",NA,NA,"TT-L1060 - NA","+To contribute to ensuring minimum levels of quality of life for vulnerable persons amid the crisis caused by COVID-19.","NA","NA",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"140","UR-L1046",2010,NA,"UR-L1046 - NA","+Condiciones de vida de niños, niñas, adolescentes y sus familias, especialmente de aquellos que viven en condiciones de mayor vulnerabilidad social mejoradas en forma sostenible.","Niños, niñas y adolescentes menores de 18 años que viven en hogares vulnerables en zonas de intervención del Programa.
Brecha de NBI entre hogares con menores de edad y hogares sin menores de edad en las Áreas Territoriales de Infamilia.","%
cociente",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"141","UR-L1110",2016,NA,"UR-L1110 - NA","+Contribuir a mejorar el acceso y la calidad del cuidado de las personas en situación de dependencia en el marco del Sistema Nacional Integrado de Cuidados.","Niños en nuevos centros CAIF con puntaje ASQ-3 por debajo de un umbral crítico.
Centros CAIF nuevos con puntaje ITERS-R entre 5 y 7.
Brecha en la carga global de trabajo entre mujeres y hombres de Q1.
Carga de trabajo no remunerado de cuidado infantil.","% niños en nuevos centros CAIF
% centros CAIF
hs semanales de trabajo
hs semanales de cuidado infantil",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"142","UR-L1161",2018,"Program to Strengthen the Management of ASSE","UR-L1161 - Program to Strengthen the Management of ASSE","+Mejorar la efectividad y eficiencia de la producción de servicios públicos de salud","Estadía hospitalaria promedio en terapia intensiva de los hospitales que participan en el Piloto de Mejora Continua
Mujeres captadas durante el primer trimestre de embarazo de los departamentos que participan en el Piloto de Mejora Continua
Tiempo de espera promedio en salas de emergencia
Ausentismo promedio de los usuarios a citas agendadas en policlínicas que participan en el Piloto de Mejora Continua","Días
%
minutos
%",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"143","UR-L1172",2020,NA,"UR-L1172 - NA","+Contribuir a asegurar niveles mínimos de calidad de vida de las personas vulnerables frente a la crisis causada por el COVID-19","Hogares protegidos de caer por debajo de la línea de pobreza
Retención de empleo formal en el sector privado","Puntos porcentuales
Puntos prcentuales",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"144","VE-L1017",2007,NA,"VE-L1017 - NA","+Contribuir a incrementar el acceso a la educación formal y de los servicios de salud de los niños y Jóvenes pertenecientes al sistema de Orquestas.","Matricula del Sistema de Orquestas","Alumnos",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"145",NA,NA,NA,"NA - NA","+NA","NA","NA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
